"Namespace","TexturePath","Category","Width","Height","Animated","Covered","ExcludedCyberworld","Priority","SourceJars"
"ae2","textures/block/vibration_chamber_top_on.png","block","16","32","True","True","False","115","appliedenergistics2-19.2.17.jar"
"ae2lt","textures/block/atmospheric_ionizer/light_on.png","block","32","96","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/creative_pigmee_fumo.png","block","32","64","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/crystal_catalyzer_on.png","block","32","64","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/firmament_conversion_core_flash.png","block","16","400","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/firmament_conversion_core.png","block","16","32","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/lightning_assembler/lightnings.png","block","16","64","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/lightning_assembler/lights.png","block","16","96","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/matter_warping_matrix/matter_warping_matrix_controller_idle_layer.png","block","32","64","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/matter_warping_matrix/matter_warping_matrix_controller_work_layer.png","block","32","768","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/overload_controller/advanced_wireless_column_h_lights.png","block","16","192","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/overload_controller/advanced_wireless_column_lights.png","block","16","192","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/overload_controller/advanced_wireless_lights.png","block","16","192","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/overload_controller/controller_column_h_lights.png","block","16","192","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/overload_controller/controller_column_lights.png","block","16","192","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/overload_controller/controller_lights.png","block","16","192","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/overload_controller/wireless_column_h_lights.png","block","16","192","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/overload_controller/wireless_column_lights.png","block","16","192","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/overload_controller/wireless_lights.png","block","16","192","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/overload_crystal_block.png","block","16","16","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/overload_power_supply/crystal_overloaded.png","block","16","192","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/overload_tnt/bottom_unstable.png","block","16","160","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/overload_tnt/side_unstable.png","block","16","160","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/overload_tnt/top_unstable.png","block","16","160","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/pigmee_molecular_assembler_lights.png","block","16","192","True","True","False","115","ae2lt-2.0.8.jar"
"ae2lt","textures/block/tesla_coil/light_on.png","block","16","240","True","True","False","115","ae2lt-2.0.8.jar"
"allthecompressed","textures/block/antimatter_block.png","block","16","80","True","True","False","115","allthecompressed-1.21.1-4.4.0.jar"
"brewery","textures/block/beer_flow.png","block","32","1024","True","True","False","115","brewery-1.1.2.jar"
"brewery","textures/block/beer_still.png","block","16","512","True","True","False","115","brewery-1.1.2.jar"
"brewery","textures/block/cider_flow.png","block","32","1024","True","True","False","115","brewery-1.1.2.jar"
"brewery","textures/block/cider_still.png","block","16","512","True","True","False","115","brewery-1.1.2.jar"
"brewery","textures/block/mead_flow.png","block","32","1024","True","True","False","115","brewery-1.1.2.jar"
"brewery","textures/block/mead_still.png","block","16","512","True","True","False","115","brewery-1.1.2.jar"
"brewery","textures/block/wine_flow.png","block","32","1024","True","True","False","115","brewery-1.1.2.jar"
"brewery","textures/block/wine_still.png","block","16","512","True","True","False","115","brewery-1.1.2.jar"
"create","textures/block/bell_anim.png","block","32","512","True","True","False","115","create-1.21.1-6.0.10.jar"
"create","textures/block/experience_block.png","block","16","256","True","True","False","115","create-1.21.1-6.0.10.jar"
"create","textures/block/factory_panel_connections_animated.png","block","16","128","True","True","False","115","create-1.21.1-6.0.10.jar"
"create","textures/block/saw_reversed.png","block","16","48","True","True","False","115","create-1.21.1-6.0.10.jar"
"create_aquatic_ambitions","textures/block/wind_vertical.png","block","64","704","True","True","False","115","create_aquatic_ambitions-1.21.1-2.0.4.jar"
"create_aquatic_ambitions","textures/block/wind.png","block","64","704","True","True","False","115","create_aquatic_ambitions-1.21.1-2.0.4.jar"
"create_hypertube","textures/block/direction_signal_center.png","block","16","80","True","True","False","115","create_hypertube-0.6.0-NEOFORGE.jar"
"create_hypertube","textures/block/direction_signal_continue.png","block","16","80","True","True","False","115","create_hypertube-0.6.0-NEOFORGE.jar"
"create_hypertube","textures/block/tube_red_led.png","block","16","80","True","True","False","115","create_hypertube-0.6.0-NEOFORGE.jar"
"create_hypertube","textures/block/tube_red_stop.png","block","16","32","True","True","False","115","create_hypertube-0.6.0-NEOFORGE.jar"
"createdieselgenerators","textures/block/biodiesel_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/biodiesel_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/black_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/black_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/blue_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/blue_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/brown_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/brown_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/cyan_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/cyan_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/gray_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/gray_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/green_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/green_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/light_blue_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/light_blue_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/light_gray_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/light_gray_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/lime_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/lime_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/magenta_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/magenta_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/orange_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/orange_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/pink_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/pink_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/purple_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/purple_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/red_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/red_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/white_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/white_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/yellow_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/cement/yellow_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/crude_oil_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/crude_oil_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/diesel_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/diesel_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/ethanol_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/ethanol_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/fluid/ethanol_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/fluid/plant_oil_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/gasoline_flow.png","block","32","1024","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createdieselgenerators","textures/block/gasoline_still.png","block","16","512","True","True","False","115","createdieselgenerators-1.21.1-1.3.15.jar"
"createnuclear","textures/block/enriching/campfire/enriching_flame_log_lit.png","block","16","64","True","True","False","115","createnuclear-1.3.2-beta.3-neoforge.jar"
"createnuclear","textures/block/enriching/campfire/enriching_flame.png","block","16","128","True","True","False","115","createnuclear-1.3.2-beta.3-neoforge.jar"
"createnuclear","textures/block/enriching/fire/fire_0.png","block","16","512","True","True","False","115","createnuclear-1.3.2-beta.3-neoforge.jar"
"createnuclear","textures/block/enriching/fire/fire_1.png","block","16","512","True","True","False","115","createnuclear-1.3.2-beta.3-neoforge.jar"
"createnuclear","textures/block/reactor/core/reactor_core_center.png","block","16","96","True","True","False","115","createnuclear-1.3.2-beta.3-neoforge.jar"
"createpropulsion","textures/block/coral_flow.png","block","32","1024","True","True","False","115","createpropulsion-1.1.5.jar"
"createpropulsion","textures/block/coral_still.png","block","16","512","True","True","False","115","createpropulsion-1.1.5.jar"
"createpropulsion","textures/block/solid_burner_front_on.png","block","16","32","True","True","False","115","createpropulsion-1.1.5.jar"
"createthrusters","textures/block/alternator/alternator_arc_e.png","block","16","64","True","True","False","115","createthrusters-bundled-V1.1.3.jar"
"createthrusters","textures/block/alternator/alternator_arc_n.png","block","16","64","True","True","False","115","createthrusters-bundled-V1.1.3.jar"
"createthrusters","textures/block/alternator/alternator_arc_normal.png","block","16","64","True","True","False","115","createthrusters-bundled-V1.1.3.jar"
"createthrusters","textures/block/alternator/alternator_arc_s.png","block","16","64","True","True","False","115","createthrusters-bundled-V1.1.3.jar"
"createthrusters","textures/block/alternator/alternator_arc_specular.png","block","16","64","True","True","False","115","createthrusters-bundled-V1.1.3.jar"
"createthrusters","textures/block/alternator/alternator_arc.png","block","16","64","True","True","False","115","createthrusters-bundled-V1.1.3.jar"
"createthrusters","textures/block/steam_vent/steam_anim.png","block","16","128","True","True","False","115","createthrusters-bundled-V1.1.3.jar"
"createthrusters","textures/block/thruster/thruster_flame_superheated.png","block","16","64","True","True","False","115","createthrusters-bundled-V1.1.3.jar"
"createthrusters","textures/block/thruster/thruster_flame.png","block","16","64","True","True","False","115","createthrusters-bundled-V1.1.3.jar"
"enviromine","textures/block/block_gas_fire.png","block","16","256","True","True","False","115","enviromine_lite-1.21.1-1.1.3.1.jar"
"enviromine","textures/block/block_gas.png","block","16","256","True","True","False","115","enviromine_lite-1.21.1-1.1.3.1.jar"
"enviromine","textures/block/davy_lamp_gas.png","block","16","64","True","True","False","115","enviromine_lite-1.21.1-1.1.3.1.jar"
"enviromine","textures/block/davy_lamp_lit.png","block","16","64","True","True","False","115","enviromine_lite-1.21.1-1.1.3.1.jar"
"exdeorum","textures/block/witch_water_flowing.png","block","32","1024","True","True","False","115","exdeorum-3.12.jar"
"exdeorum","textures/block/witch_water_still.png","block","16","512","True","True","False","115","exdeorum-3.12.jar"
"farmersdelight","textures/block/stove_front_on.png","block","16","96","True","True","False","115","FarmersDelight-1.21.1-1.3.2.jar"
"farmersdelight","textures/block/stove_top_on.png","block","16","64","True","True","False","115","FarmersDelight-1.21.1-1.3.2.jar"
"ftbquests","textures/block/barrier_open_ctm.png","block","32","512","True","True","False","115","ftb-quests-neoforge-2101.1.30.jar"
"ftbquests","textures/block/barrier_open.png","block","16","256","True","True","False","115","ftb-quests-neoforge-2101.1.30.jar"
"ftbquests","textures/block/barrier.png","block","16","256","True","True","False","115","ftb-quests-neoforge-2101.1.30.jar"
"gateway_of_doom","textures/block/portal_ward_top_1.png","block","64","256","True","True","False","115","gatewayofdoom-neoforge-1.21.1-2.1.0.jar"
"gateway_of_doom","textures/block/portal_ward_top_2.png","block","64","256","True","True","False","115","gatewayofdoom-neoforge-1.21.1-2.1.0.jar"
"gateway_of_doom","textures/block/portal_ward_top_3.png","block","64","256","True","True","False","115","gatewayofdoom-neoforge-1.21.1-2.1.0.jar"
"gateway_of_doom","textures/block/portal_ward_top_4.png","block","64","256","True","True","False","115","gatewayofdoom-neoforge-1.21.1-2.1.0.jar"
"gateway_of_doom","textures/block/portal_ward_top_5.png","block","64","256","True","True","False","115","gatewayofdoom-neoforge-1.21.1-2.1.0.jar"
"graveyard","textures/block/altar_bottom_left.png","block","16","32","True","True","False","115","graveyard-2.6.2 NeoForge 1.21.1.jar"
"graveyard","textures/block/altar_bottom_middle.png","block","16","32","True","True","False","115","graveyard-2.6.2 NeoForge 1.21.1.jar"
"graveyard","textures/block/altar_bottom_right.png","block","16","32","True","True","False","115","graveyard-2.6.2 NeoForge 1.21.1.jar"
"graveyard","textures/block/altar_middle_alt.png","block","16","32","True","True","False","115","graveyard-2.6.2 NeoForge 1.21.1.jar"
"graveyard","textures/block/altar_middle_left.png","block","16","32","True","True","False","115","graveyard-2.6.2 NeoForge 1.21.1.jar"
"graveyard","textures/block/altar_middle_right.png","block","16","32","True","True","False","115","graveyard-2.6.2 NeoForge 1.21.1.jar"
"graveyard","textures/block/altar_top_left.png","block","16","32","True","True","False","115","graveyard-2.6.2 NeoForge 1.21.1.jar"
"graveyard","textures/block/altar_top_middle.png","block","16","32","True","True","False","115","graveyard-2.6.2 NeoForge 1.21.1.jar"
"graveyard","textures/block/altar_top_right.png","block","16","32","True","True","False","115","graveyard-2.6.2 NeoForge 1.21.1.jar"
"graveyard","textures/block/altar.png","block","16","64","True","True","False","115","graveyard-2.6.2 NeoForge 1.21.1.jar"
"graveyard","textures/block/bloody_altar.png","block","16","64","True","True","False","115","graveyard-2.6.2 NeoForge 1.21.1.jar"
"iceandfire","textures/block/dragonforge_fire_brick_grill.png","block","16","64","True","True","False","115","iceandfire-neoforge-2.1.13-1.21.1-port.1.jar"
"iceandfire","textures/block/dragonforge_fire_core.png","block","16","64","True","True","False","115","iceandfire-neoforge-2.1.13-1.21.1-port.1.jar"
"iceandfire","textures/block/dragonforge_ice_brick_grill.png","block","16","64","True","True","False","115","iceandfire-neoforge-2.1.13-1.21.1-port.1.jar"
"iceandfire","textures/block/dragonforge_ice_core.png","block","16","64","True","True","False","115","iceandfire-neoforge-2.1.13-1.21.1-port.1.jar"
"iceandfire","textures/block/dragonforge_lightning_brick_grill.png","block","16","64","True","True","False","115","iceandfire-neoforge-2.1.13-1.21.1-port.1.jar"
"iceandfire","textures/block/dragonforge_lightning_core.png","block","16","64","True","True","False","115","iceandfire-neoforge-2.1.13-1.21.1-port.1.jar"
"immersiveengineering","textures/block/conveyor/conveyor.png","block","16","256","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/conveyor/dropper.png","block","16","256","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/conveyor/split.png","block","16","128","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/conveyor/vertical.png","block","16","256","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/acetaldehyde_flow.png","block","32","1024","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/acetaldehyde_still.png","block","16","512","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/biodiesel_flow.png","block","32","1024","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/biodiesel_still.png","block","16","512","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/concrete_flow.png","block","32","1024","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/concrete_still.png","block","16","512","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/creosote_flow.png","block","32","1024","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/creosote_still.png","block","16","512","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/ethanol_flow.png","block","32","1024","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/ethanol_still.png","block","16","512","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/herbicide_flow.png","block","32","1024","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/herbicide_still.png","block","16","512","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/hot_metal_flow.png","block","16","512","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/hot_metal_still.png","block","16","320","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/plantoil_flow.png","block","32","1024","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/plantoil_still.png","block","16","512","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/potion_flow.png","block","16","512","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/potion_still.png","block","16","512","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/redstone_acid_flow.png","block","32","1024","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/redstone_acid_still.png","block","16","512","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/resin_flow.png","block","32","1024","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/fluid/resin_still.png","block","16","256","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/metal_decoration/resonanz_engineering.png","block","16","128","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/multiblocks/chunk_loader_paper.png","block","16","112","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"immersiveengineering","textures/block/shaders/greyscale_fire.png","block","16","512","True","True","False","115","ImmersiveEngineering-1.21.1-12.4.2-194.jar"
"jaffabricate","textures/block/orange_juice_flow.png","block","32","1024","True","True","False","115","jaffabricate-1.21.1-6.0.10-1.1.3.jar"
"jaffabricate","textures/block/orange_juice_still.png","block","16","512","True","True","False","115","jaffabricate-1.21.1-6.0.10-1.1.3.jar"
"kubejs","textures/block/thick_fluid_flow.png","block","32","512","True","True","False","115","kubejs-neoforge-2101.7.2-build.368.jar"
"kubejs","textures/block/thick_fluid_still.png","block","16","320","True","True","False","115","kubejs-neoforge-2101.7.2-build.368.jar"
"kubejs","textures/block/thin_fluid_flow.png","block","32","1024","True","True","False","115","kubejs-neoforge-2101.7.2-build.368.jar"
"kubejs","textures/block/thin_fluid_still.png","block","16","512","True","True","False","115","kubejs-neoforge-2101.7.2-build.368.jar"
"ldlib2","textures/block/machine_coil_cupronickel_bloom.png","block","16","16","True","True","False","115","ldlib2-neoforge-1.21.1-2.2.8-all.jar"
"ldlib2","textures/block/machine_coil_cupronickel.png","block","16","16","True","True","False","115","ldlib2-neoforge-1.21.1-2.2.8-all.jar"
"moonlight","textures/block/soft_fluids/dragon_breath_liquid.png","block","16","512","True","True","False","115","moonlight-1.21.1-3.3.3-neoforge.jar"
"moonlight","textures/block/soft_fluids/honey_liquid.png","block","16","32","True","True","False","115","moonlight-1.21.1-3.3.3-neoforge.jar"
"moonlight","textures/block/soft_fluids/magma_flow.png","block","32","512","True","True","False","115","moonlight-1.21.1-3.3.3-neoforge.jar"
"moonlight","textures/block/soft_fluids/magma_still.png","block","16","320","True","True","False","115","moonlight-1.21.1-3.3.3-neoforge.jar"
"moonlight","textures/block/soft_fluids/milk_liquid.png","block","16","48","True","True","False","115","moonlight-1.21.1-3.3.3-neoforge.jar"
"moonlight","textures/block/soft_fluids/potion_flow.png","block","32","1024","True","True","False","115","moonlight-1.21.1-3.3.3-neoforge.jar"
"moonlight","textures/block/soft_fluids/potion_still.png","block","16","512","True","True","False","115","moonlight-1.21.1-3.3.3-neoforge.jar"
"moonlight","textures/block/soft_fluids/soup_liquid.png","block","16","32","True","True","False","115","moonlight-1.21.1-3.3.3-neoforge.jar"
"moonlight","textures/block/soft_fluids/xp_flow.png","block","32","512","True","True","False","115","moonlight-1.21.1-3.3.3-neoforge.jar"
"moonlight","textures/block/soft_fluids/xp_still.png","block","16","512","True","True","False","115","moonlight-1.21.1-3.3.3-neoforge.jar"
"more_ores_more_gems","textures/block/block_of_brom.png","block","16","32","True","True","False","115","momg-1.1.9-release-neoforge-1.21.1.jar"
"more_ores_more_gems","textures/block/blockfl_blood.png","block","16","32","True","True","False","115","momg-1.1.9-release-neoforge-1.21.1.jar"
"more_ores_more_gems","textures/block/blockofrawbromite.png","block","16","32","True","True","False","115","momg-1.1.9-release-neoforge-1.21.1.jar"
"more_ores_more_gems","textures/block/bromineore.png","block","16","32","True","True","False","115","momg-1.1.9-release-neoforge-1.21.1.jar"
"more_ores_more_gems","textures/block/magma_volcagmium_ore_new.png","block","16","48","True","True","False","115","momg-1.1.9-release-neoforge-1.21.1.jar"
"more_ores_more_gems","textures/block/uranium234_block.png","block","16","96","True","True","False","115","momg-1.1.9-release-neoforge-1.21.1.jar"
"netherdepthsupgrade","textures/block/crimson_kelp_plant.png","block","16","320","True","True","False","115","netherdepthsupgrade-3.1.8-1.21.jar"
"netherdepthsupgrade","textures/block/crimson_kelp.png","block","16","320","True","True","False","115","netherdepthsupgrade-3.1.8-1.21.jar"
"netherdepthsupgrade","textures/block/crimson_seagrass.png","block","16","288","True","True","False","115","netherdepthsupgrade-3.1.8-1.21.jar"
"netherdepthsupgrade","textures/block/tall_crimson_seagrass_bottom.png","block","16","304","True","True","False","115","netherdepthsupgrade-3.1.8-1.21.jar"
"netherdepthsupgrade","textures/block/tall_crimson_seagrass_top.png","block","16","304","True","True","False","115","netherdepthsupgrade-3.1.8-1.21.jar"
"netherdepthsupgrade","textures/block/tall_warped_seagrass_bottom.png","block","16","304","True","True","False","115","netherdepthsupgrade-3.1.8-1.21.jar"
