"TexturePath","Category","Width","Height","Status","ReviewAction"
"textures/block/blue_stained_glass_pane_side.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/blue_terracota.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/blue_terracotta_top.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/bookshelf/bookshelf_side.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/bookshelf/bookshelf_top.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/brown_candle_lit_e.png","block","32","128","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/brown_concrete_top.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/brown_stained_glass_pane_side.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/budding_amethyst_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cactus_top_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/candle_lit_e.png","block","32","128","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carpet/black_carpet.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carpet/blue_carpet.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carpet/brown_carpet.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carpet/cyan_carpet.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carpet/gray_carpet.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carpet/green_carpet.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carpet/light_blue_carpet.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carpet/light_gray_carpet.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carpet/lime_carpet.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carpet/magenta_carpet.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carpet/orange_carpet.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carpet/pink_carpet.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carpet/purple_carpet.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carpet/red_carpet.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carpet/white_carpet.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carpet/yellow_carpet.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carrots_dish_on_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carrots_dish_on.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carrots_dish.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carrots_stage0_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carrots_stage1_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carrots_stage2_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carrots_stage3_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carrots_top_3.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/carrots_top.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cartography_table_top_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cauldron_empty_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cauldron_empty.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cauldron_level1_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cauldron_level1.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cauldron_level2_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cauldron_level2.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cauldron_level3_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cauldron_level3.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cauldron_side_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cave_vines_lit_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cave_vines_plant_lit_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block1.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block10.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block11.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block12.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block13.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block14.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block15.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block16.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block17.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block18.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block19.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block2.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block20.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block21.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block22.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block23.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block24.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block25.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block26.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block27.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block28.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block29.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block3.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block30.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block31.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block32.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block33.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block4.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block5.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block6.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block7.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block8.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/chiseled_quartz_block/chiseled_quartz_block9.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/clay_gray.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/coal_block_top.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cobbled_deepslate1.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cobbled_deepslate2.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cobblestone/cobblestone1.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cobblestone/cobblestone2.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cocoa_stage2_e.png","block","32","640","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/command_block_conditional_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/command_block_side_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/comparator_on_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/crying_obsidian_e.png","block","32","384","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cut_sandstone/cut_sandstone.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cut_sandstone/cut_sandstone1.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cut_sandstone/cut_sandstone2.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cut_sandstone/cut_sandstone3.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cut_sandstone/cut_sandstone4.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cut_sandstone/cut_sandstone5.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cut_sandstone/cut_sandstone6.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cut_sandstone/cut_sandstone7.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cyan_candle_lit_e.png","block","32","128","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cyan_concrete_top.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cyan_glazed_terracotta_top.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cyan_glazed_terracotta_top2.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cyan_glazed_terracotta2.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cyan_stained_glass_pane_side.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cyan_terracota.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cyan_terracotta_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/cyan_terracotta_top.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/damaged_anvil_top_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/dandelion1.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/dandelion2.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/dandelion3.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/dandelion4.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/dark_oak_planks/dark_oak_planks.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/dark_oak_planks/dark_oak_planks1.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/dark_oak_planks/dark_oak_planks2.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/dark_oak_planks/dark_oak_planks3.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/dark_oak_planks/dark_oak_planks4.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/dark_oak_wood.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/dead_brain_coral_fan_feedhorn.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/dead_bush/dead_bush1.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/dead_bush/dead_bush2.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/dead_bush/dead_bush3.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/dead_tube_coral_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/deepslate_bricks1.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/deepslate_bricks2.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/deepslate_emerald_ore_top.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/deepslate_tiles1.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/deepslate_tiles2.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/deepslate1.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/deepslate2.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/detector_rail_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/diamond_block_side_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/diamond_block_side.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/diamond_block_top.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/diamond_block/diamond_block_bottom.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/diamond_block/diamond_block_side_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/diamond_block/diamond_block_side.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/diamond_block/diamond_block_top.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/diamond_ore_e.png","block","32","672","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/diorite_slab.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/diorite/diorite1.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/diorite/diorite2.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/diorite/diorite3.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/diorite/diorite4.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/diorite/diorite5.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/dripstone_block_top.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/emerald_block_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/emerald_ore_e.png","block","32","160","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/emerald_ore_top_e.png","block","32","160","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/emerald_ore_top.png","block","32","160","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/enchanting_table_side_e.png","block","32","128","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/enchanting_table_top_e.png","block","32","128","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/end_portal_frame_bottom.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/end_portal_frame_eye_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/end_portal_frame_top_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/end_rod_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/end_stone/end_stone1.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/end_stone/end_stone2.png","block","32","9088","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/frogspawn_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/furnace_front_on_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/gilded_blackstone_side.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/gilded_blackstone_top.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/glow_lichen_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/glowstone_e.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/gold_block/gold_block_side.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/gold_block/gold_block_top.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/granite/granite_post_top.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/granite/granite_slab.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/granite/granite_stairs.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/granite/granite_wall_top_x.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/granite/granite_wall_top_z.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/granite/granite.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/granite/granite1.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/granite/granite2.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/granite/granite3.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/granite/granite4.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/granite/granite5.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/granite/granite6.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/granite/granite7.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/granite/granite8.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/granite/granite9.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/grass_block_top/grass_block_top1.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/grass_block_top/grass_block_top2.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/grass_block_top/grass_block_top3.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/grass_block_top/grass_block_top4.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/grass_block_top/grass_block_top5.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/grass_block_top/grass_block_top6.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/grass_block_top/grass_block_top7.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/grass_path_side.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/grass_path_top.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/grass.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/grass/grass1.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/grass/grass2.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/grass/grass3.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/grass/grass4.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/grass/grass5.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
"textures/block/grass/grass6.png","block","32","32","LegacyOrCustomPath","Retain until model/reference audit proves unused"
