TargetPath,LegacySheet,SourceBox,BackupPath,Action
textures/gui/sprites/advancements/tab_above_right.png,textures/gui/advancements/tabs.png,"112,0,168,64",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\advancements\tab_above_right.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/advancements/tab_below_left_selected.png,textures/gui/advancements/tabs.png,"168,64,224,128",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\advancements\tab_below_left_selected.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/advancements/tab_below_left.png,textures/gui/advancements/tabs.png,"168,0,224,64",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\advancements\tab_below_left.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/advancements/tab_below_middle_selected.png,textures/gui/advancements/tabs.png,"224,64,280,128",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\advancements\tab_below_middle_selected.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/advancements/tab_below_middle.png,textures/gui/advancements/tabs.png,"224,0,280,64",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\advancements\tab_below_middle.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/advancements/tab_below_right_selected.png,textures/gui/advancements/tabs.png,"280,64,336,128",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\advancements\tab_below_right_selected.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/advancements/tab_below_right.png,textures/gui/advancements/tabs.png,"280,0,336,64",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\advancements\tab_below_right.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/advancements/tab_left_bottom_selected.png,textures/gui/advancements/tabs.png,"128,184,192,240",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\advancements\tab_left_bottom_selected.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/advancements/tab_left_middle_selected.png,textures/gui/advancements/tabs.png,"64,184,128,240",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\advancements\tab_left_middle_selected.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/advancements/tab_left_top_selected.png,textures/gui/advancements/tabs.png,"0,184,64,240",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\advancements\tab_left_top_selected.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/advancements/tab_right_bottom_selected.png,textures/gui/advancements/tabs.png,"320,184,384,240",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\advancements\tab_right_bottom_selected.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/advancements/tab_right_middle_selected.png,textures/gui/advancements/tabs.png,"256,184,320,240",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\advancements\tab_right_middle_selected.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/advancements/tab_right_top_selected.png,textures/gui/advancements/tabs.png,"192,184,256,240",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\advancements\tab_right_top_selected.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/advancements/task_frame_obtained.png,textures/gui/advancements/widgets.png,"0,128,26,154",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\advancements\task_frame_obtained.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/advancements/task_frame_unobtained.png,textures/gui/advancements/widgets.png,"0,154,26,180",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\advancements\task_frame_unobtained.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/advancements/title_box.png,textures/gui/advancements/widgets.png,"0,52,200,78",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\advancements\title_box.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/blue_background.png,textures/gui/bars.png,"0,20,364,30",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\blue_background.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/blue_progress.png,textures/gui/bars.png,"0,30,364,40",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\blue_progress.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/green_background.png,textures/gui/bars.png,"0,60,364,70",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\green_background.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/green_progress.png,textures/gui/bars.png,"0,70,364,80",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\green_progress.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/notched_10_background.png,textures/gui/bars.png,"0,180,364,190",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\notched_10_background.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/notched_10_progress.png,textures/gui/bars.png,"0,190,364,200",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\notched_10_progress.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/notched_12_background.png,textures/gui/bars.png,"0,200,364,210",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\notched_12_background.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/notched_12_progress.png,textures/gui/bars.png,"0,210,364,220",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\notched_12_progress.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/notched_20_background.png,textures/gui/bars.png,"0,220,364,230",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\notched_20_background.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/notched_20_progress.png,textures/gui/bars.png,"0,230,364,240",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\notched_20_progress.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/notched_6_background.png,textures/gui/bars.png,"0,160,364,170",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\notched_6_background.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/notched_6_progress.png,textures/gui/bars.png,"0,170,364,180",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\notched_6_progress.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/purple_background.png,textures/gui/bars.png,"0,100,364,110",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\purple_background.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/purple_progress.png,textures/gui/bars.png,"0,110,364,120",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\purple_progress.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/red_background.png,textures/gui/bars.png,"0,40,364,50",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\red_background.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/red_progress.png,textures/gui/bars.png,"0,50,364,60",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\red_progress.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/white_background.png,textures/gui/bars.png,"0,120,364,130",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\white_background.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/white_progress.png,textures/gui/bars.png,"0,130,364,140",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\white_progress.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/yellow_background.png,textures/gui/bars.png,"0,80,364,90",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\yellow_background.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/boss_bar/yellow_progress.png,textures/gui/bars.png,"0,90,364,100",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\boss_bar\yellow_progress.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/anvil/text_field_disabled.png,textures/gui/container/anvil.png,"0,364,220,396",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\anvil\text_field_disabled.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/anvil/text_field.png,textures/gui/container/anvil.png,"0,332,220,364",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\anvil\text_field.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/beacon/button_disabled.png,textures/gui/container/beacon.png,"88,438,132,482",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\beacon\button_disabled.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/beacon/button_highlighted.png,textures/gui/container/beacon.png,"132,438,176,482",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\beacon\button_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/beacon/button_selected.png,textures/gui/container/beacon.png,"44,438,88,482",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\beacon\button_selected.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/beacon/button.png,textures/gui/container/beacon.png,"0,438,44,482",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\beacon\button.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/beacon/cancel.png,textures/gui/container/beacon.png,"224,440,260,476",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\beacon\cancel.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/beacon/confirm.png,textures/gui/container/beacon.png,"180,440,216,476",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\beacon\confirm.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/brewing_stand/brew_progress.png,textures/gui/container/brewing_stand.png,"352,0,370,56",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\brewing_stand\brew_progress.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/brewing_stand/bubbles.png,textures/gui/container/brewing_stand.png,"370,0,394,58",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\brewing_stand\bubbles.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/brewing_stand/fuel_length.png,textures/gui/container/brewing_stand.png,"352,58,388,66",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\brewing_stand\fuel_length.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/cartography_table/duplicated_map.png,textures/gui/container/cartography_table.png,"352,264,452,396",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\cartography_table\duplicated_map.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/cartography_table/locked.png,textures/gui/container/cartography_table.png,"104,428,124,456",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\cartography_table\locked.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/cartography_table/map.png,textures/gui/container/cartography_table.png,"352,0,484,132",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\cartography_table\map.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/cartography_table/scaled_map.png,textures/gui/container/cartography_table.png,"352,132,484,264",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\cartography_table\scaled_map.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/creative_inventory/tab_bottom_selected_1.png,textures/gui/container/creative_inventory/tabs.png,"0,192,52,256",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\creative_inventory\tab_bottom_selected_1.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/creative_inventory/tab_bottom_selected_7.png,textures/gui/container/creative_inventory/tabs.png,"312,192,364,256",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\creative_inventory\tab_bottom_selected_7.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/creative_inventory/tab_top_selected_1.png,textures/gui/container/creative_inventory/tabs.png,"0,64,52,128",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\creative_inventory\tab_top_selected_1.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/creative_inventory/tab_top_selected_7.png,textures/gui/container/creative_inventory/tabs.png,"312,64,364,128",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\creative_inventory\tab_top_selected_7.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/enchanting_table/enchantment_slot_disabled.png,textures/gui/container/enchanting_table.png,"0,370,216,408",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\enchanting_table\enchantment_slot_disabled.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/enchanting_table/enchantment_slot_highlighted.png,textures/gui/container/enchanting_table.png,"0,408,216,446",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\enchanting_table\enchantment_slot_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/enchanting_table/enchantment_slot.png,textures/gui/container/enchanting_table.png,"0,332,216,370",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\enchanting_table\enchantment_slot.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/enchanting_table/level_1_disabled.png,textures/gui/container/enchanting_table.png,"0,478,32,510",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\enchanting_table\level_1_disabled.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/enchanting_table/level_1.png,textures/gui/container/enchanting_table.png,"0,446,32,478",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\enchanting_table\level_1.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/enchanting_table/level_2.png,textures/gui/container/enchanting_table.png,"32,446,64,478",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\enchanting_table\level_2.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/enchanting_table/level_3.png,textures/gui/container/enchanting_table.png,"64,446,96,478",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\enchanting_table\level_3.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/horse/armor_slot.png,textures/gui/container/horse.png,"0,440,36,476",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\horse\armor_slot.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/horse/llama_armor_slot.png,textures/gui/container/horse.png,"72,440,108,476",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\horse\llama_armor_slot.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/horse/saddle_slot.png,textures/gui/container/horse.png,"36,440,72,476",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\horse\saddle_slot.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/inventory/effect_background_large.png,textures/gui/container/inventory.png,"0,332,240,396",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\inventory\effect_background_large.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/loom/banner_slot.png,textures/gui/container/loom.png,"352,0,384,32",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\loom\banner_slot.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/loom/dye_slot.png,textures/gui/container/loom.png,"384,0,416,32",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\loom\dye_slot.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/loom/pattern_highlighted.png,textures/gui/container/loom.png,"0,388,28,416",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\loom\pattern_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/loom/pattern_selected.png,textures/gui/container/loom.png,"0,360,28,388",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\loom\pattern_selected.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/loom/pattern_slot.png,textures/gui/container/loom.png,"416,0,448,32",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\loom\pattern_slot.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/loom/pattern.png,textures/gui/container/loom.png,"0,332,28,360",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\loom\pattern.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/stonecutter/recipe_highlighted.png,textures/gui/container/stonecutter.png,"0,404,32,440",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\stonecutter\recipe_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/stonecutter/recipe_selected.png,textures/gui/container/stonecutter.png,"0,368,32,404",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\stonecutter\recipe_selected.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/stonecutter/recipe.png,textures/gui/container/stonecutter.png,"0,332,32,368",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\stonecutter\recipe.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/villager/discount_strikethrough.png,textures/gui/container/villager2.png,"0,352,18,356",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\villager\discount_strikethrough.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/villager/experience_bar_background.png,textures/gui/container/villager2.png,"0,372,204,382",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\villager\experience_bar_background.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/villager/experience_bar_current.png,textures/gui/container/villager2.png,"0,382,204,392",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\villager\experience_bar_current.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/villager/out_of_stock.png,textures/gui/container/villager2.png,"622,0,678,42",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\villager\out_of_stock.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/villager/scroller_disabled.png,textures/gui/container/villager2.png,"12,398,24,452",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\villager\scroller_disabled.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/villager/scroller.png,textures/gui/container/villager2.png,"0,398,12,452",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\villager\scroller.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/villager/trade_arrow_out_of_stock.png,textures/gui/container/villager2.png,"50,342,70,360",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\villager\trade_arrow_out_of_stock.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/container/villager/trade_arrow.png,textures/gui/container/villager2.png,"30,342,50,360",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\container\villager\trade_arrow.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/gamemode_switcher/selection.png,textures/gui/container/gamemode_switcher.png,"26,75,52,101",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\gamemode_switcher\selection.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/gamemode_switcher/slot.png,textures/gui/container/gamemode_switcher.png,"0,75,26,101",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\gamemode_switcher\slot.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/air_bursting.png,textures/gui/icons.png,"50,36,68,54",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\air_bursting.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/air.png,textures/gui/icons.png,"32,36,50,54",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\air.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/armor_empty.png,textures/gui/icons.png,"32,18,50,36",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\armor_empty.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/armor_half.png,textures/gui/icons.png,"50,18,68,36",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\armor_half.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/crosshair_attack_indicator_background.png,textures/gui/icons.png,"72,188,104,196",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\crosshair_attack_indicator_background.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/crosshair_attack_indicator_full.png,textures/gui/icons.png,"136,188,168,220",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\crosshair_attack_indicator_full.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/crosshair_attack_indicator_progress.png,textures/gui/icons.png,"104,188,136,196",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\crosshair_attack_indicator_progress.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/hud/effect_background_ambient.png,textures/gui/container/inventory.png,"330,332,378,380",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\hud\effect_background_ambient.png,ExtractedExactVanillaMappedSprite
