era,objective_item,recipe_id,meaningful_foreign_namespaces,integration_depth,target_depth,status,acquisition_class,source
1,create:cart_assembler,create:crafting/kinetics/cart_assembler,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/create/recipe/crafting/kinetics/cart_assembler.json
1,create:chute,create:crafting/kinetics/chute,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/create/recipe/crafting/kinetics/chute.json
1,create:clutch,create:crafting/kinetics/clutch,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/create/recipe/crafting/kinetics/clutch.json
1,create:cogwheel,create:crafting/kinetics/cogwheel,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/create/recipe/crafting/kinetics/cogwheel.json
1,create:contraption_controls,create:crafting/kinetics/contraption_controls,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/create/recipe/crafting/kinetics/contraption_controls.json
1,create:copper_nugget,create:crafting/materials/copper_nugget,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/create/recipe/crafting/materials/copper_nugget.json
1,create:crushed_raw_iron,create:crushing/crimsite,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/create/recipe/crushing/crimsite.json
1,create:depot,create:crafting/kinetics/depot,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/create/recipe/crafting/kinetics/depot.json
1,create:encased_chain_drive,create:crafting/kinetics/encased_chain_drive,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/create/recipe/crafting/kinetics/encased_chain_drive.json
1,create:gearbox,create:crafting/kinetics/gearbox,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/create/recipe/crafting/kinetics/gearbox.json
1,create:gearshift,create:crafting/kinetics/gearshift,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/create/recipe/crafting/kinetics/gearshift.json
1,create:hand_crank,create:crafting/kinetics/hand_crank,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/create/recipe/crafting/kinetics/hand_crank.json
1,create:item_vault,create:crafting/kinetics/item_vault,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/create/recipe/crafting/kinetics/item_vault.json
1,create:large_cogwheel,create:crafting/kinetics/large_cogwheel,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/create/recipe/crafting/kinetics/large_cogwheel.json
1,create:mechanical_drill,create:crafting/kinetics/mechanical_drill,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/create/recipe/crafting/kinetics/mechanical_drill.json
1,create:mechanical_harvester,create:crafting/kinetics/mechanical_harvester,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/create/recipe/crafting/kinetics/mechanical_harvester.json
1,create:mechanical_mixer,create:crafting/kinetics/mechanical_mixer,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/create/recipe/crafting/kinetics/mechanical_mixer.json
1,create:mechanical_press,create:crafting/kinetics/mechanical_press,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/create/recipe/crafting/kinetics/mechanical_press.json
1,create:millstone,create:crafting/kinetics/millstone,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/create/recipe/crafting/kinetics/millstone.json
1,create:portable_storage_interface,create:crafting/kinetics/portable_storage_interface,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/create/recipe/crafting/kinetics/portable_storage_interface.json
1,create:precision_mechanism,create:sequenced_assembly/precision_mechanism,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/create/recipe/sequenced_assembly/precision_mechanism.json
1,create:rope_pulley,create:crafting/kinetics/rope_pulley,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/create/recipe/crafting/kinetics/rope_pulley.json
1,create:shaft,create:crafting/kinetics/shaft,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/create/recipe/crafting/kinetics/shaft.json
1,create:speedometer,create:crafting/kinetics/speedometer,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/create/recipe/crafting/kinetics/speedometer.json
1,create:stressometer,create:crafting/kinetics/stressometer_from_conversion,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/create/recipe/crafting/kinetics/stressometer_from_conversion.json
1,create:water_wheel,create:crafting/kinetics/water_wheel,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/create/recipe/crafting/kinetics/water_wheel.json
1,farmersdelight:beef_stew,farmersdelight:cooking/beef_stew,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/farmersdelight/recipe/cooking/beef_stew.json
1,farmersdelight:cooking_pot,farmersdelight:cooking_pot,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/farmersdelight/recipe/cooking_pot.json
1,farmersdelight:cutting_board,farmersdelight:cutting_board,quark,1,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/farmersdelight/recipe/cutting_board.json
1,farmersdelight:skillet,farmersdelight:skillet,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/farmersdelight/recipe/skillet.json
1,farmersdelight:stove,farmersdelight:stove,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/farmersdelight/recipe/stove.json
1,farmersdelight:vegetable_soup,farmersdelight:cooking/vegetable_soup,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/farmersdelight/recipe/cooking/vegetable_soup.json
1,farmersdelight:wheat_dough,farmersdelight:wheat_dough_from_egg,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/farmersdelight/recipe/wheat_dough_from_egg.json
1,jaffabricate:jaffa_base,jaffabricate:jaffa_base,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/jaffabricate/recipe/jaffa_base.json
1,jaffabricate:jaffa_box,jaffabricate:item_application/jaffa_box,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/jaffabricate/recipe/item_application/jaffa_box.json
1,jaffabricate:jaffa_box_empty,jaffabricate:compacting/jaffa_box_empty,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/jaffabricate/recipe/compacting/jaffa_box_empty.json
1,jaffabricate:jaffa_cake,jaffabricate:filling/jaffa_cake,create,1,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/jaffabricate/recipe/filling/jaffa_cake.json
1,jaffabricate:jaffa_pallet,jaffabricate:deploying/jaffa_pallet,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/jaffabricate/recipe/deploying/jaffa_pallet.json
1,jaffabricate:orange,,,0,0,NO_STATIC_JSON_RECIPE,KUBEJS_DYNAMIC_OR_SCRIPTED,
1,jaffabricate:orange_jelly,jaffabricate:mixing/orange_jelly,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/jaffabricate/recipe/mixing/orange_jelly.json
1,jaffabricate:orange_juice_bottle,jaffabricate:filling/orange_juice_bottle,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/jaffabricate/recipe/filling/orange_juice_bottle.json
1,jaffabricate:orange_sapling,,,0,0,NO_STATIC_JSON_RECIPE,NATURAL_RESOURCE_OR_DROP,
1,jaffabricate:pallet_full,jaffabricate:sequenced_assembly/pallet_full,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/jaffabricate/recipe/sequenced_assembly/pallet_full.json
1,jaffabricate:paperboard,jaffabricate:sequenced_assembly/paperboard,create,1,0,SPARSE_OK,STATIC_JSON_RECIPE,data/jaffabricate/recipe/sequenced_assembly/paperboard.json
1,kubejs:alkaline_botanical_wash_bucket,,,0,0,NO_STATIC_JSON_RECIPE,FLUID_CONTAINER,
1,kubejs:copper_mineral_dust,,,0,0,NO_STATIC_JSON_RECIPE,KUBEJS_GENERATED_MINERAL_PROCESSING,
1,kubejs:era1_exploration_contribution,infinite_domain:era_1/exploration_contribution,create;wastelands,2,0,EARLY_CAPSTONE_OK,STATIC_JSON_RECIPE,kubejs/data/infinite_domain/recipe/era_1/exploration_contribution.json
1,kubejs:era1_farming_contribution,infinite_domain:era_1/farming_contribution,create;farmersdelight,2,0,EARLY_CAPSTONE_OK,STATIC_JSON_RECIPE,kubejs/data/infinite_domain/recipe/era_1/farming_contribution.json
1,kubejs:era1_mining_contribution,infinite_domain:era_1/mining_contribution,create,1,0,EARLY_CAPSTONE_OK,STATIC_JSON_RECIPE,kubejs/data/infinite_domain/recipe/era_1/mining_contribution.json
1,kubejs:fibrous_biomass,,,0,0,NO_STATIC_JSON_RECIPE,KUBEJS_DYNAMIC_OR_SCRIPTED,
1,kubejs:mechanical_foundation_core,infinite_domain:era_1/mechanical_foundation_core_from_exploration,create,1,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/infinite_domain/recipe/era_1/mechanical_foundation_core_from_exploration.json
1,kubejs:washed_copper_mineral,,,0,0,NO_STATIC_JSON_RECIPE,KUBEJS_GENERATED_MINERAL_PROCESSING,
1,minecraft:andesite,allthecompressed:decompress/andesite_1x,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/allthecompressed/recipe/decompress/andesite_1x.json
1,minecraft:bread,minecraft:bread,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/minecraft/recipe/bread.json
1,minecraft:coal_block,allthecompressed:decompress/coal_block_1x,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/allthecompressed/recipe/decompress/coal_block_1x.json
1,minecraft:compass,minecraft:compass,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/minecraft/recipe/compass.json
1,minecraft:map,minecraft:map,kubejs,1,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/minecraft/recipe/map.json
1,minecraft:spyglass,minecraft:spyglass,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/minecraft/recipe/spyglass.json
1,minecraft:wheat,immersiveengineering:cloche/wheat,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/immersiveengineering/recipe/cloche/wheat.json
1,minecraft:wheat_seeds,create:milling/fern,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/create/recipe/milling/fern.json
1,primitivestart:plated_bone_pickaxe,primitivestart:plated_bone_pickaxe,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/primitivestart/recipe/plated_bone_pickaxe.json
1,primitivestart:reinforced_bone_pickaxe,primitivestart:reinforced_bone_pickaxe,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/primitivestart/recipe/reinforced_bone_pickaxe.json
1,quark:blackstone_furnace,quark:building/crafting/furnaces/blackstone_furnace,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/quark/recipe/building/crafting/furnaces/blackstone_furnace.json
1,quark:deepslate_furnace,quark:building/crafting/furnaces/deepslate_furnace,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/quark/recipe/building/crafting/furnaces/deepslate_furnace.json
1,sophisticatedstorage:barrel,sophisticatedstorage:acacia_barrel,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/sophisticatedstorage/recipe/acacia_barrel.json
1,sophisticatedstorage:chest,sophisticatedstorage:acacia_chest,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/sophisticatedstorage/recipe/acacia_chest.json
1,sophisticatedstorage:hopper_upgrade,sophisticatedstorage:hopper_upgrade,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/sophisticatedstorage/recipe/hopper_upgrade.json
1,sophisticatedstorage:pickup_upgrade,sophisticatedstorage:pickup_upgrade,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/sophisticatedstorage/recipe/pickup_upgrade.json
1,sophisticatedstorage:stack_upgrade_tier_1,sophisticatedstorage:stack_upgrade_tier_1,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/sophisticatedstorage/recipe/stack_upgrade_tier_1.json
1,sophisticatedstorage:stack_upgrade_tier_2,sophisticatedstorage:stack_upgrade_tier_2,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/sophisticatedstorage/recipe/stack_upgrade_tier_2.json
1,wastelands:canned_food,infinite_domain:sieve/hazardous_salvage/scrap_pile/diamond/canned_food,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,kubejs/data/infinite_domain/recipe/sieve/hazardous_salvage/scrap_pile/diamond/canned_food.json
1,wastelands:scrap_pile,wastelands:scrap_pile,,0,0,SPARSE_OK,STATIC_JSON_RECIPE,data/wastelands/recipe/scrap_pile.json
2,create:item_vault,create:crafting/kinetics/item_vault,,0,1,SHALLOW,STATIC_JSON_RECIPE,data/create/recipe/crafting/kinetics/item_vault.json
2,create:mechanical_harvester,create:crafting/kinetics/mechanical_harvester,,0,1,SHALLOW,STATIC_JSON_RECIPE,kubejs/data/create/recipe/crafting/kinetics/mechanical_harvester.json
2,create:mechanical_saw,create:crafting/kinetics/mechanical_saw,createmetallurgy;tfmg,2,1,DEPTH_OK,STATIC_JSON_RECIPE,kubejs/data/create/recipe/crafting/kinetics/mechanical_saw.json
2,create:millstone,create:crafting/kinetics/millstone,,0,1,SHALLOW,STATIC_JSON_RECIPE,data/create/recipe/crafting/kinetics/millstone.json
2,createmetallurgy:casting_table,createmetallurgy:crafting/content/casting_table,create,1,1,DEPTH_OK,STATIC_JSON_RECIPE,kubejs/data/createmetallurgy/recipe/crafting/content/casting_table.json
2,createmetallurgy:foundry_mixer,createmetallurgy:crafting/content/foundry_mixer,create,1,1,DEPTH_OK,STATIC_JSON_RECIPE,data/createmetallurgy/recipe/crafting/content/foundry_mixer.json
2,createmetallurgy:graphite_ingot_mold,createmetallurgy:graphite_ingot_mold_from_graphite_molds_stonecutting,,0,1,SHALLOW,STATIC_JSON_RECIPE,data/createmetallurgy/recipe/graphite_ingot_mold_from_graphite_molds_stonecutting.json
2,createmetallurgy:industrial_crucible,createmetallurgy:sequenced_assembly/industrial_crucible,create;tfmg,2,1,DEPTH_OK,STATIC_JSON_RECIPE,kubejs/data/createmetallurgy/recipe/sequenced_assembly/industrial_crucible.json
2,createreautomated:extractor,createreautomated:extractor,create,1,1,DEPTH_OK,STATIC_JSON_RECIPE,kubejs/data/createreautomated/recipe/extractor.json
2,createreautomated:iron_bit,createreautomated:advanced_extracting/iron_bits,,0,1,SHALLOW,STATIC_JSON_RECIPE,data/createreautomated/recipe/advanced_extracting/iron_bits.json
2,createreautomated:iron_drill,createreautomated:iron_drill,create,1,1,DEPTH_OK,STATIC_JSON_RECIPE,kubejs/data/createreautomated/recipe/iron_drill.json
2,createreautomated:node_fragment,createreautomated:advanced_extracting/copper_bits,,0,1,SHALLOW,STATIC_JSON_RECIPE,data/createreautomated/recipe/advanced_extracting/copper_bits.json
2,createreautomated:zinc_bit,createreautomated:advanced_extracting/zinc_bits,,0,1,SHALLOW,STATIC_JSON_RECIPE,data/createreautomated/recipe/advanced_extracting/zinc_bits.json
2,farmersdelight:stove,farmersdelight:stove,,0,1,SHALLOW,STATIC_JSON_RECIPE,kubejs/data/farmersdelight/recipe/stove.json
2,kubejs:conditioned_iron_mineral,,,0,1,NO_STATIC_JSON_RECIPE,KUBEJS_GENERATED_MINERAL_PROCESSING,
2,kubejs:era2_exploration_contribution,infinite_domain:era_2/c_contribution,createreautomated;tfmg,2,1,DEPTH_OK,STATIC_JSON_RECIPE,kubejs/data/infinite_domain/recipe/era_2/c_contribution.json
2,kubejs:era2_farming_contribution,infinite_domain:era_2/b_contribution,,0,1,SHALLOW,STATIC_JSON_RECIPE,kubejs/data/infinite_domain/recipe/era_2/b_contribution.json
2,kubejs:era2_mining_contribution,infinite_domain:era_2/a_contribution,tfmg,1,1,DEPTH_OK,STATIC_JSON_RECIPE,kubejs/data/infinite_domain/recipe/era_2/a_contribution.json
2,kubejs:industrial_foundation_core,infinite_domain:era_2/foundation_core_from_a,tfmg,1,1,DEPTH_OK,STATIC_JSON_RECIPE,kubejs/data/infinite_domain/recipe/era_2/foundation_core_from_a.json
2,kubejs:iron_mineral_dust,,,0,1,NO_STATIC_JSON_RECIPE,KUBEJS_GENERATED_MINERAL_PROCESSING,
2,kubejs:tannic_extract_bucket,,,0,1,NO_STATIC_JSON_RECIPE,FLUID_CONTAINER,
2,kubejs:tannic_pulp,,,0,1,NO_STATIC_JSON_RECIPE,KUBEJS_DYNAMIC_OR_SCRIPTED,
2,minecraft:bread,minecraft:bread,,0,1,SHALLOW,STATIC_JSON_RECIPE,data/minecraft/recipe/bread.json
2,minecraft:hay_block,allthecompressed:decompress/hay_block_1x,,0,1,SHALLOW,STATIC_JSON_RECIPE,data/allthecompressed/recipe/decompress/hay_block_1x.json
2,minecraft:iron_nugget,create:crushing/iron_horse_armor,,0,1,SHALLOW,STATIC_JSON_RECIPE,data/create/recipe/crushing/iron_horse_armor.json
2,minecraft:iron_pickaxe,minecraft:iron_pickaxe,quark,1,1,DEPTH_OK,STATIC_JSON_RECIPE,kubejs/data/minecraft/recipe/iron_pickaxe.json
2,minecraft:oak_log,allthecompressed:decompress/oak_log_1x,,0,1,SHALLOW,STATIC_JSON_RECIPE,data/allthecompressed/recipe/decompress/oak_log_1x.json
2,minecraft:wheat,immersiveengineering:cloche/wheat,,0,1,SHALLOW,STATIC_JSON_RECIPE,data/immersiveengineering/recipe/cloche/wheat.json
2,tfmg:blast_furnace_reinforcement,tfmg:crafting/materials/blast_furnace_reinforcement,createbigcannons,1,1,DEPTH_OK,STATIC_JSON_RECIPE,kubejs/data/tfmg/recipe/crafting/materials/blast_furnace_reinforcement.json
2,tfmg:blast_stove,tfmg:crafting/materials/blast_stove,create;createmetallurgy,2,1,DEPTH_OK,STATIC_JSON_RECIPE,kubejs/data/tfmg/recipe/crafting/materials/blast_stove.json
2,tfmg:coal_coke,tfmg:coking/coal,,0,1,SHALLOW,STATIC_JSON_RECIPE,data/tfmg/recipe/coking/coal.json
2,tfmg:coke_oven,tfmg:crafting/materials/coke_oven,create;createbigcannons,2,1,DEPTH_OK,STATIC_JSON_RECIPE,kubejs/data/tfmg/recipe/crafting/materials/coke_oven.json
2,tfmg:heavy_plate,tfmg:sequenced_assembly/heavy_plate,,0,1,SHALLOW,STATIC_JSON_RECIPE,data/tfmg/recipe/sequenced_assembly/heavy_plate.json
2,tfmg:nickel_ore,,,0,1,NO_STATIC_JSON_RECIPE,KUBEJS_DYNAMIC_OR_SCRIPTED,
2,tfmg:steel_block,tfmg:crafting/materials/steel_block_from_compacting,createbigcannons,1,1,DEPTH_OK,STATIC_JSON_RECIPE,kubejs/data/tfmg/recipe/crafting/materials/steel_block_from_compacting.json
2,tfmg:steel_ingot,tfmg:casting/steel,,0,1,SHALLOW,STATIC_JSON_RECIPE,data/tfmg/recipe/casting/steel.json
2,wastelands:purified_water,infinite_domain:sieve/hazardous_salvage/scrap_pile/diamond/purified_water,,0,1,SHALLOW,STATIC_JSON_RECIPE,kubejs/data/infinite_domain/recipe/sieve/hazardous_salvage/scrap_pile/diamond/purified_water.json
3,createdieselgenerators:biodiesel_bucket,,,0,1,NO_STATIC_JSON_RECIPE,FLUID_CONTAINER,
3,createdieselgenerators:diesel_bucket,,,0,1,NO_STATIC_JSON_RECIPE,FLUID_CONTAINER,
3,createdieselgenerators:diesel_engine,createdieselgenerators:crafting/diesel_engine,create,1,1,DEPTH_OK,STATIC_JSON_RECIPE,data/createdieselgenerators/recipe/crafting/diesel_engine.json
3,createdieselgenerators:engine_turbocharger,createdieselgenerators:crafting/engine_turbocharger,bno;create,2,1,DEPTH_OK,STATIC_JSON_RECIPE,kubejs/data/createdieselgenerators/recipe/crafting/engine_turbocharger.json
3,createdieselgenerators:plant_oil_bucket,,,0,1,NO_STATIC_JSON_RECIPE,FLUID_CONTAINER,
3,createreautomated:advanced_extractor,createreautomated:advanced_extractor,create,1,1,DEPTH_OK,STATIC_JSON_RECIPE,data/createreautomated/recipe/advanced_extractor.json
3,createreautomated:copper_bit,createreautomated:advanced_extracting/copper_bits,,0,1,SHALLOW,STATIC_JSON_RECIPE,data/createreautomated/recipe/advanced_extracting/copper_bits.json
3,createreautomated:diamond_bit,createreautomated:advanced_extracting/diamond_bits,,0,1,SHALLOW,STATIC_JSON_RECIPE,data/createreautomated/recipe/advanced_extracting/diamond_bits.json
3,createreautomated:diamond_drill,createreautomated:diamond_drill,create,1,1,DEPTH_OK,STATIC_JSON_RECIPE,kubejs/data/createreautomated/recipe/diamond_drill.json
3,createreautomated:gold_bit,createreautomated:advanced_extracting/gold_bits,,0,1,SHALLOW,STATIC_JSON_RECIPE,data/createreautomated/recipe/advanced_extracting/gold_bits.json
