chapter,quest_id,title,task_types,checkmark
"domain_compendium.snbt","7C0DE1000000000F","Minecraft 15","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000010","Minecraft 16","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000011","Minecraft 17","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000012","Minecraft 18","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000013","Minecraft 19","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000014","Minecraft 20","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000015","Minecraft 21","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000016","Minecraft 22","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000017","Minecraft 23","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000018","Minecraft 24","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000019","Minecraft 25","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000001A","Minecraft 26","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000001B","Minecraft 27","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000001C","Minecraft 28","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000001D","Minecraft 29","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000001E","Minecraft 30","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000001F","Minecraft 31","item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000020","More Ores More Gems (Java Edition) 1","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000021","More Ores More Gems (Java Edition) 2","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000022","More Ores More Gems (Java Edition) 3","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000023","More Ores More Gems (Java Edition) 4","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000024","More Ores More Gems (Java Edition) 5","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000025","More Ores More Gems (Java Edition) 6","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000026","More Ores More Gems (Java Edition) 7","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000027","More Ores More Gems (Java Edition) 8","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000028","More Ores More Gems (Java Edition) 9","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000029","More Ores More Gems (Java Edition) 10","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000002A","More Ores More Gems (Java Edition) 11","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000002B","More Ores More Gems (Java Edition) 12","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000002C","More Ores More Gems (Java Edition) 13","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000002D","More Ores More Gems (Java Edition) 14","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000002E","More Ores More Gems (Java Edition) 15","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000002F","More Ores More Gems (Java Edition) 16","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000030","More Ores More Gems (Java Edition) 17","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000031","More Ores More Gems (Java Edition) 18","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000032","More Ores More Gems (Java Edition) 19","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000033","More Ores More Gems (Java Edition) 20","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000034","More Ores More Gems (Java Edition) 21","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000035","More Ores More Gems (Java Edition) 22","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000036","More Ores More Gems (Java Edition) 23","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000037","More Ores More Gems (Java Edition) 24","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000038","More Ores More Gems (Java Edition) 25","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000039","More Ores More Gems (Java Edition) 26","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000003A","More Ores More Gems (Java Edition) 27","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000003B","AllTheCompressed 1","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000003C","AllTheCompressed 2","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000003D","AllTheCompressed 3","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000003E","AllTheCompressed 4","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000003F","AllTheCompressed 5","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000040","AllTheCompressed 6","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000041","AllTheCompressed 7","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000042","AllTheCompressed 8","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000043","AllTheCompressed 9","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000044","AllTheCompressed 10","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000045","AllTheCompressed 11","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000046","AllTheCompressed 12","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000047","AllTheCompressed 13","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000048","AllTheCompressed 14","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000049","AllTheCompressed 15","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000004A","AllTheCompressed 16","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000004B","AllTheCompressed 17","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000004C","AllTheCompressed 18","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000004D","AllTheCompressed 19","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000004E","AllTheCompressed 20","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE1000000004F","AllTheCompressed 21","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000050","AllTheCompressed 22","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000051","AllTheCompressed 23","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000052","AllTheCompressed 24","item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000053","Quark 1","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000054","Quark 2","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000055","Quark 3","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000056","Quark 4","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
"domain_compendium.snbt","7C0DE10000000057","Quark 5","item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item;item","false"
