area,namespace,content_type,path,extension,bytes,sha256
data,ae2,recipe,kubejs/data/ae2/recipe/network/parts/panels_semi_dark_monitor.json,.json,791,9a599de1ab839fdb73d0985736af0748962a80a4645206b2e7bdff2efbd2624f
data,ae2,recipe,kubejs/data/ae2/recipe/network/parts/terminals_crafting.json,.json,511,b35b1a774fb66ef43f141327ecb696ce4c3ea8889a857f7fdab990da67daf013
data,ae2,recipe,kubejs/data/ae2/recipe/network/parts/toggle_bus.json,.json,668,cfc69c193173d7ea3d09aa3f328d216ac0700efb95eeb8b4649bcff54add4ed1
data,ae2,recipe,kubejs/data/ae2/recipe/network/parts/tunnels_me.json,.json,678,c64b6becabffe6c66db24d9ba56e3c0a07fbdd8aed35c1c3426df93150af6f6e
data,ae2,recipe,kubejs/data/ae2/recipe/network/wireless_booster.json,.json,756,647dfbd7d2e896b66fa5000e49182fee01d1aa8965978da9d761445c7c347179
data,ae2,recipe,kubejs/data/ae2/recipe/network/wireless_part.json,.json,676,ffdcccbd81f7c75e6ed7babc3334c46608f19a86369f4697694bc2d42ba30778
data,ae2,recipe,kubejs/data/ae2/recipe/shaped/slabs/fluix_block.json,.json,403,e9222733b37fd58194a898c8cf9a944e7d60573dbae9cb5f556a53233d09b790
data,ae2,recipe,kubejs/data/ae2/recipe/shaped/slabs/quartz_block.json,.json,412,9cc614ffef45d4e6c845509f60f9c6715054e4f41921052ae38c2711b743fadc
data,ae2,recipe,kubejs/data/ae2/recipe/shaped/slabs/sky_stone_block.json,.json,411,4aea83368da7dba3717b52b6c8bf34ef7a23d1d000843e560f16842a7c94a515
data,ae2,recipe,kubejs/data/ae2/recipe/shaped/stairs/fluix_block.json,.json,461,59e0d517de050ca617b31f7e380b71a12bd1ad9f70c47c4345de4ae699a5c03c
data,ae2,recipe,kubejs/data/ae2/recipe/shaped/stairs/quartz_block.json,.json,470,3cab2abc0afe325c079bac3843257b82dadf2504d912224ce1d8062f3fb74bdb
data,ae2,recipe,kubejs/data/ae2/recipe/shaped/stairs/sky_stone_block.json,.json,469,698f1b04064ee72922aad767e11257a9c58187e37a4a9bd5f2f55c46cb96846e
data,ae2,recipe,kubejs/data/ae2/recipe/shaped/walls/fluix_block.json,.json,431,9fe7231723fdec418e1a0c906e5ecf9ed145c675ccfae50900ad16ea5b75ff95
data,ae2,recipe,kubejs/data/ae2/recipe/shaped/walls/quartz_block.json,.json,440,2324eff8318560d222f29645995efcc55068dd5ad8d4d4e30f20af740b9656fb
data,ae2,recipe,kubejs/data/ae2/recipe/shaped/walls/sky_stone_block.json,.json,439,f8651532941e8015edfd6e6c712560bd6a3a43be964df699b430ab51a27bd564
data,ae2,recipe,kubejs/data/ae2/recipe/tools/certus_quartz_axe.json,.json,558,383a03234e73710c917ebc081a5d558bc70b93069bf53151160c190b8914cd35
data,ae2,recipe,kubejs/data/ae2/recipe/tools/certus_quartz_cutting_knife.json,.json,691,b05fe2f7427b1756099bdf059bb236459559b8855e88b89c8145467de6340daf
data,ae2,recipe,kubejs/data/ae2/recipe/tools/certus_quartz_hoe.json,.json,558,96bf758fd43fe13f5731fd6571e428375dd387a39b0545276bc724d02029b1f7
data,ae2,recipe,kubejs/data/ae2/recipe/tools/certus_quartz_pickaxe.json,.json,565,e98c668d9b51e8149e519b4f390147037cbc741c1b1585d3d2f6163e392c3c35
data,ae2,recipe,kubejs/data/ae2/recipe/tools/certus_quartz_spade.json,.json,558,575f8704fe82b99e6da13493e4be2c357f6814ee20edc5850f24eeb0eefe0dc2
data,ae2,recipe,kubejs/data/ae2/recipe/tools/certus_quartz_sword.json,.json,557,3e40341970f35315a4e2caf8216e71e657f03390ca39c78a35cf355797346751
data,ae2,recipe,kubejs/data/ae2/recipe/tools/fluix_upgrade_smithing_template.json,.json,478,35f3869de35f5e821f037967fd3071a23b015b4b8058e6c8eefcb2e926fd8994
data,ae2,recipe,kubejs/data/ae2/recipe/tools/matter_cannon.json,.json,785,c5b4786ded6de6ed0a88c8c44e2e4145d6525f1ae7ca76646f74c48961c95984
data,ae2,recipe,kubejs/data/ae2/recipe/tools/misctools_charged_staff.json,.json,584,fdfd7baa7cab20ca45d927ddedfe3d6ea8a5572aa0469eceb6a4d0bd639dd9a4
data,ae2,recipe,kubejs/data/ae2/recipe/tools/misctools_entropy_manipulator.json,.json,789,f01a469503a9b31bd695002d491c6f7006252cd9a955e9a0047d779ce3e34b1f
data,ae2,recipe,kubejs/data/ae2/recipe/tools/nether_quartz_axe.json,.json,551,e9ff6487a6867edf4288cfb222396d83a37e340f92e65091b08f96bf64702998
data,ae2,recipe,kubejs/data/ae2/recipe/tools/nether_quartz_cutting_knife.json,.json,684,5ced0542b00abe99d4ec966a156f056065c91f945bc7d64f7178ab684ef8cdf2
data,ae2,recipe,kubejs/data/ae2/recipe/tools/nether_quartz_hoe.json,.json,551,505a3d2dec91d2a207be07a873abb3680f75b55c0f48276688b1fce1f9049e29
data,ae2,recipe,kubejs/data/ae2/recipe/tools/nether_quartz_pickaxe.json,.json,558,943414cc297029cf1d4018491f6b2f3de22f2d3be6b5400ba345b52a99fb5cf7
data,ae2,recipe,kubejs/data/ae2/recipe/tools/nether_quartz_spade.json,.json,551,51a2dcf28db8351262bf664fdc048e8980a43659941fc23eb7c8ecb2dd5b6172
data,ae2,recipe,kubejs/data/ae2/recipe/tools/nether_quartz_sword.json,.json,550,92ef6d7a5bd8e068f8fb2d1beb71a486035c2dce015aac783abf4af704f4e563
data,ae2,recipe,kubejs/data/ae2/recipe/tools/network_color_applicator.json,.json,788,5f83873cf86968151f509e814f7a33b323b71d685917a220580474c0a2d789ff
data,ae2,recipe,kubejs/data/ae2/recipe/tools/network_memory_card.json,.json,770,0505a3dc88250ee99a4f72ea7c5d738b2dab9219f404d4e2871ecfb3c25f0cbb
data,ae2lt,loot_table,kubejs/data/ae2lt/loot_table/blocks/overloaded_power_supply.json,.json,43,4644b7eb5559dac99ae656a40de46674795723381ac35f13381b1df45a284018
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/assembler/overload_processor.json,.json,291,fcb7779d6dc1148730d79553b3dc867985325b93ef302807cbd9c1d225230462
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/atmospheric_ionizer.json,.json,1368,ce3eee93a505c73b4e116f40293bb55ed73492e300a6624bb8887782d03cfc60
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/clear_condensate.json,.json,1346,e625e0684cacbee19766380c1522f6f58826d5d2c88753b0e44172d67ee8b51b
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/lightning_assembly/module_radiation_protection.json,.json,486,0732c83347c68138815554b50f4925ae8f53063bb14a52b1f84143e048d25d7a
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/lightning_item_cell_housing.json,.json,687,e6e1d42fe5a370538f46a0f288409a92121205947f7b9ad5fd4bf0833dea0ccc
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/lightning_storage_component_i.json,.json,1365,d06d05ccf8d4dfd5b825c926730d98d02f3834cdacfda623b89caca9ba50aabe
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/lightning_storage_component_ii.json,.json,1367,216b530b5a61d524f9da5e014c4a899005657296c6562b7bf578378ea9599e1c
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/lightning_storage_component_iii.json,.json,1369,7cfebb6139a70347eefe3b3899bd9a666241c02d943570dd5b58eaee7d201624
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/lightning_storage_component_iv.json,.json,1367,fc413a2cbc8f0c03d52431af04447bb54b1aeda563b555f4522a3a92c2d42258
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/lightning_storage_component_v.json,.json,1365,46fee3704f1a75397d72a1e571287b48d807b43a47204341dbe215bf3ade642a
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/matter_warping_matrix_casing.json,.json,1438,4b67b689066083063684dab99d9d5340c5cec01b32dbb69c0fc22250cfb2c620
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/matter_warping_matrix_constraint_frame.json,.json,1388,eee1be78f5b2e44a072d353f6ef386d39349a7fd1974ea2162c817ad038d004c
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/matter_warping_matrix_glass.json,.json,1341,21cd3a6db51bb7064b6e7fea4acd16cae65e5c045b8636181ee2963b66243af8
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/matter_warping_matrix_thermal_control_unit_t1.json,.json,1357,c4097628003f1ae181bb1755133e66307f6ac7a5cf7ba21f297a881eb12c9e88
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/matter_warping_matrix_thermal_control_unit_t2.json,.json,864,9277cdf83ce8b6ae833fa0391cad3486e33913212e9575fd4951e90f40b541d8
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/overload_alloy_blank.json,.json,1255,a8dbd13a9e807970a43dd59ee4a251a0463e1e2a16e577085f1de49f23b3ac45
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/overload_machine_frame.json,.json,1386,9a8ee80eb56c8dc84cdae43db2c4b45d0e68c03fb6f3d9d061724e3574412b25
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/overload_tnt_from_gunpowder.json,.json,1426,c9dae58920ddeef7e65b935a3793bf684c5c6f074e716046fc39aa445e40acb9
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/phase_change_cooling_unit.json,.json,1397,95c92ab9cdaa037d4816d7aa5b7757a407aac8a34a5ba146703d5ecbe50c987a
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/pigmee_item_cell_housing.json,.json,683,482a1d46284a4b31e61c9ad97da98922a2d94c8865cd282f9407a74fc822a075
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/pigmee_molecular_assembler.json,.json,1034,dcd55b3e1a464945838303e9601a7e3dad0e3fe616a64eb552c994583af0c420
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/rain_condensate.json,.json,1357,2559a12cc6d28949844de66cb65b70dbe1241e285b1ea647d3a5494be8b81dac
data,ae2lt,recipe,kubejs/data/ae2lt/recipe/thunderstorm_condensate.json,.json,1365,21a5c4d4ad7989439e7fad38f39ef445a57607c192750f250dd55dcf603f56dc
data,aeronautics_utility_objects,recipe,kubejs/data/aeronautics_utility_objects/recipe/universal_joint_rod2.json,.json,701,350c91e28ce1998ac7c3da3f2721ada356fb64566e3494067fd7a15eabe34a45
data,ancientcompass,recipe,kubejs/data/ancientcompass/recipe/ancient_compass.json,.json,691,e853c98140df92003a089ae567b92a0f9c1c363adc7e2883a6221ea7ecbce1f9
data,bellsandwhistles,recipe,kubejs/data/bellsandwhistles/recipe/bogie_steps/andesite_bogie_steps.json,.json,475,cf6d4517dff3718c311ce4c09e9b32ef5f9a3f0dd068ba4a2d9fb4447ba2d556
data,bellsandwhistles,recipe,kubejs/data/bellsandwhistles/recipe/bogie_steps/copper_bogie_steps.json,.json,580,a6ce559e0f1c67063861d85ef98c1a9688a0f9347a5955fbcc9b3880ca1c2094
data,bellsandwhistles,recipe,kubejs/data/bellsandwhistles/recipe/door_steps/andesite_grab_rails.json,.json,417,e2d2109a5ea8af8bed30c48510cc2878382f3e5fbab2ddf4598f4943cf359141
data,bellsandwhistles,recipe,kubejs/data/bellsandwhistles/recipe/door_steps/copper_grab_rails.json,.json,522,7e22a21afbf533827f963bcfed576e69a969083b7b8edd4a9300debf1294a267
data,bellsandwhistles,recipe,kubejs/data/bellsandwhistles/recipe/grab_rails/andesite_grab_rails.json,.json,474,42368c9c3f11f620178fd0237aca0313c32b263f696d68ee34b254abd58a39ab
data,bellsandwhistles,recipe,kubejs/data/bellsandwhistles/recipe/grab_rails/copper_grab_rails.json,.json,579,347d7fb4c8e2e064bc923f74deba6cae5c941577d019a2280c09826011e0190b
data,bellsandwhistles,recipe,kubejs/data/bellsandwhistles/recipe/headlight.json,.json,536,05d5defe10248af2747b9dc533dd6dadcdb3b9d9fd7c8c7ad2a19ea5c44f2118
data,bellsandwhistles,recipe,kubejs/data/bellsandwhistles/recipe/headlight_2.json,.json,536,87907558211a0f25f10be53432b3c84830358b25a206cd87ee2d6b8c6b1125cc
data,bellsandwhistles,recipe,kubejs/data/bellsandwhistles/recipe/pilots/andesite_pilot.json,.json,546,cc85a07fe4a0efb0c3d9a663bde524b1bc9ff301dd146f081823177dc7efdd20
data,bellsandwhistles,recipe,kubejs/data/bellsandwhistles/recipe/station_platform.json,.json,479,a36f57faba570e0a57ad49acafb2b01ace09e510e044f2ef6ff7b417c541e34b
data,brewery,recipe,kubejs/data/brewery/recipe/acacia_mug.json,.json,606,9727005e1bd76b2f05724ece8eb485bce04d8ffcfd578590c8d2787c38afdb71
data,brewery,recipe,kubejs/data/brewery/recipe/bamboo_mug.json,.json,596,2a390e30425831f8dbc47d36d4d271f852b5fb2056ddb3be1b528e9b17460513
data,brewery,recipe,kubejs/data/brewery/recipe/birch_mug.json,.json,604,e76e7cd98fe421b73e6e0b8b09cadb0e9e7141f4c953cf0916a41a4909ac983a
data,brewery,recipe,kubejs/data/brewery/recipe/cherry_mug.json,.json,606,e313db2192f596c2b74cbc3017151d156b47da13c909e5779689bea2a59f1f45
data,brewery,recipe,kubejs/data/brewery/recipe/crimson_mug.json,.json,598,e8ddc0ae91d1575711fc5edc74be7e81fc4ac534190722b6fe27fd3710892ecb
data,brewery,recipe,kubejs/data/brewery/recipe/dark_oak_mug.json,.json,610,590f7a26958d71846e80da430eabd086bb89a943cf9e75a2a6ac66910ba4d866
data,brewery,recipe,kubejs/data/brewery/recipe/jungle_mug.json,.json,606,88d71b20541590b91cbb5a10169cc7d992a497542d6bf1b18eab385c03effd25
data,brewery,recipe,kubejs/data/brewery/recipe/mangrove_mug.json,.json,610,9fc1b7bd427636f0660a816acbfc9afdf3085ced2fad6293a154e6257c0ca7dc
data,brewery,recipe,kubejs/data/brewery/recipe/oak_mug.json,.json,600,9bd5130987f951ee5b6b4322096f7eb8ed4ab766fde2c4545b4df6b6ec181025
data,brewery,recipe,kubejs/data/brewery/recipe/pale_oak_mug.json,.json,605,3fe0bfa2ebebc60b625b5590f0441c147e1596b579ce14685b83892975b35f33
data,brewery,recipe,kubejs/data/brewery/recipe/spruce_mug.json,.json,606,3850268f17a1981799bc51a705e092f5c9e3ee7754fa6d339c9d59956a3c996e
data,brewery,recipe,kubejs/data/brewery/recipe/warped_mug.json,.json,596,c633409ed764413163be9794cacadbe99d8bde6ccf05bc590769b8180695fb21
data,buildinggadgets2,recipe,kubejs/data/buildinggadgets2/recipe/gadget_building.json,.json,939,377e7b1ffc3cbcd2b35e98d70cf0d49b256cd0f7fbfc2ad5b56160a4aafdd4d9
data,buildinggadgets2,recipe,kubejs/data/buildinggadgets2/recipe/gadget_copy_paste.json,.json,947,b02a04aa05d46f8a8ddc9295118b097a14c780e75628185c9888209a44a70edd
data,buildinggadgets2,recipe,kubejs/data/buildinggadgets2/recipe/gadget_cut_paste.json,.json,843,8d0857a3d30d5bc9b713e0c228b318c043837364b16ba7c84f93b574da9631ec
data,buildinggadgets2,recipe,kubejs/data/buildinggadgets2/recipe/gadget_destruction.json,.json,835,ceb2267daba42a15db2967b850150e708e54459ab08c9065fc677533129143b7
data,buildinggadgets2,recipe,kubejs/data/buildinggadgets2/recipe/gadget_exchanging.json,.json,939,08b20a2ed3edf1a3c9123d3fea19f0537627d0bb84769c98059b0a2ab8f69bae
data,buildinggadgets2,recipe,kubejs/data/buildinggadgets2/recipe/my_book_recipe_shapeless.json,.json,958,b006cd40488e7daa4e42327d57d5b0c44e36fbe875ee44c3c7d377ab724f59f8
data,buildinggadgets2,recipe,kubejs/data/buildinggadgets2/recipe/template_manager.json,.json,846,ff1bcc31e1dcbe86ad4743cd4e93a2a45b47c53e7d416c0fc90f73ae9a7124b4
data,c,tags,kubejs/data/c/tags/item/nuggets/aluminum.json,.json,116,caa720231c78aba1a85c7ecd4eedddb7a60990e303cdb935c43c23a246792551
data,cable_facades,recipe,kubejs/data/cable_facades/recipe/wrench.json,.json,555,66b6b55c7c573c3c9c98d54b5251fb0a6d9880ef6ee3ae6c446b2ba0db059468
data,charginggadgets,recipe,kubejs/data/charginggadgets/recipe/charging_station.json,.json,815,041259a53766a083e2c86530a59015fd8c4c8dd29ffc76595cfd54b55fbad865
data,compactgearbox,recipe,kubejs/data/compactgearbox/recipe/compact_gearbox.json,.json,893,b1c950dc58020af59c686cae49dec3925ce8e1085acadce614ed6093884c6521
data,create,recipe,kubejs/data/create/recipe/acacia_window.json,.json,556,c4a321be0ec3c2561adc8373cbabda5aa9773558f2ff569b0cf8ee85b6a95568
data,create,recipe,kubejs/data/create/recipe/birch_window.json,.json,554,710c50ad1d11d1b7154d389eeb1a58b0a5bcb9eb81e9aeb1cfe0071d28b34ace
data,create,recipe,kubejs/data/create/recipe/blasting/zinc_ingot_from_ore.json,.json,325,3f30ad0f34a8dfec64d55da956b8022a61a1d7a5cac019bdebafd56b078668b0
data,create,recipe,kubejs/data/create/recipe/cherry_window.json,.json,556,a78ebdc59c6430f57fd9ad9d1b6ef353d9a056835ad29f313d42f9d9323036dc
data,create,recipe,kubejs/data/create/recipe/crafting/appliances/book.json,.json,692,a3ec2297d404e87811528dce6dbaf8f16ef44d8600e7befd80a1c3e126dba9ab
data,create,recipe,kubejs/data/create/recipe/crafting/appliances/cardboard_sword.json,.json,553,95f0a18b41f8ce31ba4a7ad28c961ece61da9a8affc2d7492b7566254707e4eb
data,create,recipe,kubejs/data/create/recipe/crafting/appliances/chain_from_zinc.json,.json,541,f462b7f98e28a5cbfc8acf7adfbfbb8822bd4d8979e2b662feeb35ef624a0d72
